time_seconds,flow_node2,flow_node3,flow_node4,flow_node5,flow_node6,flow_node7,flow_node8,flow_node9,pressure_node2,pressure_node3,pressure_node4,pressure_node5,pressure_node6,pressure_node7,pressure_node8,pressure_node9,volume_node2,volume_node3,volume_node4,volume_node5,volume_node6,volume_node7,volume_node8,volume_node9,x_node2,x_node3,x_node4,x_node5,x_node6,x_node7,x_node8,x_node9,y_node2,y_node3,y_node4,y_node5,y_node6,y_node7,y_node8,y_node9,z_node2,z_node3,z_node4,z_node5,z_node6,z_node7,z_node8,z_node9,leak_node10,leak_node11,leak_node12,leak_node13,leak_node14,leak_x,leak_y,leak_z,weekday_flag,leak_status,is_leak,day_id
45600,11.65,3.0,4.4,2.25,2.0,11.65,4.25,7.4,57.41,57.405,57.404,57.405,57.405,57.406,57.405,57.405,116.5,30.0,44.0,22.5,20.0,116.5,42.5,74.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
46200,11.65,3.0,4.4,2.25,2.0,11.65,4.25,7.4,57.41,57.405,57.404,57.405,57.405,57.406,57.405,57.405,116.5,30.0,44.0,22.5,20.0,116.5,42.5,74.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
46800,10.85,2.55,3.6,2.7,2.0,10.85,4.7,6.15,53.477,53.472,53.472,53.472,53.472,53.473,53.473,53.472,108.5,25.5,36.0,27.0,20.0,108.5,47.0,61.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
47400,10.85,2.55,3.6,2.7,2.0,10.85,4.7,6.15,53.477,53.472,53.472,53.472,53.472,53.473,53.473,53.472,108.5,25.5,36.0,27.0,20.0,108.5,47.0,61.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
48000,10.85,2.55,3.6,2.7,2.0,10.85,4.7,6.15,53.477,53.472,53.472,53.472,53.472,53.473,53.473,53.472,108.5,25.5,36.0,27.0,20.0,108.5,47.0,61.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
48600,10.85,2.55,3.6,2.7,2.0,10.85,4.7,6.15,53.477,53.472,53.472,53.472,53.472,53.473,53.473,53.472,108.5,25.5,36.0,27.0,20.0,108.5,47.0,61.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
49200,10.85,2.55,3.6,2.7,2.0,10.85,4.7,6.15,53.477,53.472,53.472,53.472,53.472,53.473,53.473,53.472,108.5,25.5,36.0,27.0,20.0,108.5,47.0,61.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
49800,10.85,2.55,3.6,2.7,2.0,10.85,4.7,6.15,53.477,53.472,53.472,53.472,53.472,53.473,53.473,53.472,108.5,25.5,36.0,27.0,20.0,108.5,47.0,61.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
50400,9.0,2.25,2.0,3.15,1.6,9.0,4.75,4.25,46.539,46.536,46.536,46.536,46.536,46.536,46.536,46.536,90.0,22.5,20.0,31.5,16.0,90.0,47.5,42.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
51000,9.0,2.25,2.0,3.15,1.6,9.0,4.75,4.25,46.539,46.536,46.536,46.536,46.536,46.536,46.536,46.536,90.0,22.5,20.0,31.5,16.0,90.0,47.5,42.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
51600,9.0,2.25,2.0,3.15,1.6,9.0,4.75,4.25,46.539,46.536,46.536,46.536,46.536,46.536,46.536,46.536,90.0,22.5,20.0,31.5,16.0,90.0,47.5,42.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
52200,9.0,2.25,2.0,3.15,1.6,9.0,4.75,4.25,46.539,46.536,46.536,46.536,46.536,46.536,46.536,46.536,90.0,22.5,20.0,31.5,16.0,90.0,47.5,42.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
52800,9.0,2.25,2.0,3.15,1.6,9.0,4.75,4.25,46.539,46.536,46.536,46.536,46.536,46.536,46.536,46.536,90.0,22.5,20.0,31.5,16.0,90.0,47.5,42.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
53400,9.0,2.25,2.0,3.15,1.6,9.0,4.75,4.25,46.539,46.536,46.536,46.536,46.536,46.536,46.536,46.536,90.0,22.5,20.0,31.5,16.0,90.0,47.5,42.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
54000,8.25,2.1,1.0,3.75,1.4,8.25,5.15,3.1,42.518,42.515,42.515,42.514,42.515,42.515,42.515,42.515,82.5,21.0,10.0,37.5,14.0,82.5,51.5,31.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
54600,8.25,2.1,1.0,3.75,1.4,8.25,5.15,3.1,42.518,42.515,42.515,42.514,42.515,42.515,42.515,42.515,82.5,21.0,10.0,37.5,14.0,82.5,51.5,31.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
55200,8.25,2.1,1.0,3.75,1.4,8.25,5.15,3.1,42.518,42.515,42.515,42.514,42.515,42.515,42.515,42.515,82.5,21.0,10.0,37.5,14.0,82.5,51.5,31.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
55800,8.25,2.1,1.0,3.75,1.4,8.25,5.15,3.1,42.518,42.515,42.515,42.514,42.515,42.515,42.515,42.515,82.5,21.0,10.0,37.5,14.0,82.5,51.5,31.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
56400,8.25,2.1,1.0,3.75,1.4,8.25,5.15,3.1,42.518,42.515,42.515,42.514,42.515,42.515,42.515,42.515,82.5,21.0,10.0,37.5,14.0,82.5,51.5,31.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
57000,8.25,2.1,1.0,3.75,1.4,8.25,5.15,3.1,42.518,42.515,42.515,42.514,42.515,42.515,42.515,42.515,82.5,21.0,10.0,37.5,14.0,82.5,51.5,31.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
57600,8.4,1.8,1.0,4.2,1.4,8.4,5.6,2.8,49.79,49.788,49.788,49.787,49.787,49.788,49.787,49.788,84.0,18.0,10.0,42.0,14.0,84.0,56.0,28.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
58200,8.4,1.8,1.0,4.2,1.4,8.4,5.6,2.8,49.79,49.788,49.788,49.787,49.787,49.788,49.787,49.788,84.0,18.0,10.0,42.0,14.0,84.0,56.0,28.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
58800,8.4,1.8,1.0,4.2,1.4,8.4,5.6,2.8,49.79,49.788,49.788,49.787,49.787,49.788,49.787,49.788,84.0,18.0,10.0,42.0,14.0,84.0,56.0,28.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
59400,8.4,1.8,1.0,4.2,1.4,8.4,5.6,2.8,49.79,49.788,49.788,49.787,49.787,49.788,49.787,49.788,84.0,18.0,10.0,42.0,14.0,84.0,56.0,28.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
60000,8.4,1.8,1.0,4.2,1.4,8.4,5.6,2.8,49.79,49.788,49.788,49.787,49.787,49.788,49.787,49.788,84.0,18.0,10.0,42.0,14.0,84.0,56.0,28.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
60600,8.4,1.8,1.0,4.2,1.4,8.4,5.6,2.8,49.79,49.788,49.788,49.787,49.787,49.788,49.787,49.788,84.0,18.0,10.0,42.0,14.0,84.0,56.0,28.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
61200,8.85,1.95,1.0,4.5,1.4,8.85,5.9,2.95,60.836,60.833,60.833,60.832,60.833,60.833,60.833,60.833,88.5,19.5,10.0,45.0,14.0,88.5,59.0,29.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
61800,8.85,1.95,1.0,4.5,1.4,8.85,5.9,2.95,60.836,60.833,60.833,60.832,60.833,60.833,60.833,60.833,88.5,19.5,10.0,45.0,14.0,88.5,59.0,29.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
62400,8.85,1.95,1.0,4.5,1.4,8.85,5.9,2.95,60.836,60.833,60.833,60.832,60.833,60.833,60.833,60.833,88.5,19.5,10.0,45.0,14.0,88.5,59.0,29.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
63000,8.85,1.95,1.0,4.5,1.4,8.85,5.9,2.95,60.836,60.833,60.833,60.832,60.833,60.833,60.833,60.833,88.5,19.5,10.0,45.0,14.0,88.5,59.0,29.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
63600,8.85,1.95,1.0,4.5,1.4,8.85,5.9,2.95,60.836,60.833,60.833,60.832,60.833,60.833,60.833,60.833,88.5,19.5,10.0,45.0,14.0,88.5,59.0,29.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
64200,8.85,1.95,1.0,4.5,1.4,8.85,5.9,2.95,60.836,60.833,60.833,60.832,60.833,60.833,60.833,60.833,88.5,19.5,10.0,45.0,14.0,88.5,59.0,29.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
64800,9.9,2.1,1.8,4.2,1.8,9.9,6.0,3.9,65.908,65.904,65.904,65.903,65.904,65.905,65.904,65.904,99.0,21.0,18.0,42.0,18.0,99.0,60.0,39.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
65400,9.9,2.1,1.8,4.2,1.8,9.9,6.0,3.9,65.908,65.904,65.904,65.903,65.904,65.905,65.904,65.904,99.0,21.0,18.0,42.0,18.0,99.0,60.0,39.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
66000,9.9,2.1,1.8,4.2,1.8,9.9,6.0,3.9,65.908,65.904,65.904,65.903,65.904,65.905,65.904,65.904,99.0,21.0,18.0,42.0,18.0,99.0,60.0,39.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
66600,9.9,2.1,1.8,4.2,1.8,9.9,6.0,3.9,65.908,65.904,65.904,65.903,65.904,65.905,65.904,65.904,99.0,21.0,18.0,42.0,18.0,99.0,60.0,39.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
67200,9.9,2.1,1.8,4.2,1.8,9.9,6.0,3.9,65.908,65.904,65.904,65.903,65.904,65.905,65.904,65.904,99.0,21.0,18.0,42.0,18.0,99.0,60.0,39.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
67800,9.9,2.1,1.8,4.2,1.8,9.9,6.0,3.9,65.908,65.904,65.904,65.903,65.904,65.905,65.904,65.904,99.0,21.0,18.0,42.0,18.0,99.0,60.0,39.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
68400,10.85,2.55,2.6,3.9,1.8,10.85,5.7,5.15,58.475,58.47,58.47,58.47,58.47,58.471,58.47,58.47,108.5,25.5,26.0,39.0,18.0,108.5,57.0,51.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
69000,10.85,2.55,2.6,3.9,1.8,10.85,5.7,5.15,58.475,58.47,58.47,58.47,58.47,58.471,58.47,58.47,108.5,25.5,26.0,39.0,18.0,108.5,57.0,51.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
69600,10.85,2.55,2.6,3.9,1.8,10.85,5.7,5.15,58.475,58.47,58.47,58.47,58.47,58.471,58.47,58.47,108.5,25.5,26.0,39.0,18.0,108.5,57.0,51.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
70200,10.85,2.55,2.6,3.9,1.8,10.85,5.7,5.15,58.475,58.47,58.47,58.47,58.47,58.471,58.47,58.47,108.5,25.5,26.0,39.0,18.0,108.5,57.0,51.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
70800,10.85,2.55,2.6,3.9,1.8,10.85,5.7,5.15,58.475,58.47,58.47,58.47,58.47,58.471,58.47,58.47,108.5,25.5,26.0,39.0,18.0,108.5,57.0,51.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
71400,10.85,2.55,2.6,3.9,1.8,10.85,5.7,5.15,58.475,58.47,58.47,58.47,58.47,58.471,58.47,58.47,108.5,25.5,26.0,39.0,18.0,108.5,57.0,51.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
72000,9.5,2.1,3.0,3.0,1.4,9.5,4.4,5.1,48.229,48.225,48.225,48.225,48.226,48.226,48.226,48.226,95.0,21.0,30.0,30.0,14.0,95.0,44.0,51.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
72600,9.5,2.1,3.0,3.0,1.4,9.5,4.4,5.1,48.229,48.225,48.225,48.225,48.226,48.226,48.226,48.226,95.0,21.0,30.0,30.0,14.0,95.0,44.0,51.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
73200,9.5,2.1,3.0,3.0,1.4,9.5,4.4,5.1,48.229,48.225,48.225,48.225,48.226,48.226,48.226,48.226,95.0,21.0,30.0,30.0,14.0,95.0,44.0,51.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
73800,9.5,2.1,3.0,3.0,1.4,9.5,4.4,5.1,48.229,48.225,48.225,48.225,48.226,48.226,48.226,48.226,95.0,21.0,30.0,30.0,14.0,95.0,44.0,51.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
74400,9.5,2.1,3.0,3.0,1.4,9.5,4.4,5.1,48.229,48.225,48.225,48.225,48.226,48.226,48.226,48.226,95.0,21.0,30.0,30.0,14.0,95.0,44.0,51.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
75000,9.5,2.1,3.0,3.0,1.4,9.5,4.4,5.1,48.229,48.225,48.225,48.225,48.226,48.226,48.226,48.226,95.0,21.0,30.0,30.0,14.0,95.0,44.0,51.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
75600,7.05,0.75,3.8,1.5,1.0,7.05,2.5,4.55,50.482,50.48,50.479,50.48,50.48,50.48,50.48,50.48,70.5,7.5,38.0,15.0,10.0,70.5,25.0,45.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
76200,7.05,0.75,3.8,1.5,1.0,7.05,2.5,4.55,50.482,50.48,50.479,50.48,50.48,50.48,50.48,50.48,70.5,7.5,38.0,15.0,10.0,70.5,25.0,45.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
76800,7.05,0.75,3.8,1.5,1.0,7.05,2.5,4.55,50.482,50.48,50.479,50.48,50.48,50.48,50.48,50.48,70.5,7.5,38.0,15.0,10.0,70.5,25.0,45.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
77400,7.05,0.75,3.8,1.5,1.0,7.05,2.5,4.55,50.482,50.48,50.479,50.48,50.48,50.48,50.48,50.48,70.5,7.5,38.0,15.0,10.0,70.5,25.0,45.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
78000,7.05,0.75,3.8,1.5,1.0,7.05,2.5,4.55,50.482,50.48,50.479,50.48,50.48,50.48,50.48,50.48,70.5,7.5,38.0,15.0,10.0,70.5,25.0,45.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
78600,7.05,0.75,3.8,1.5,1.0,7.05,2.5,4.55,50.482,50.48,50.479,50.48,50.48,50.48,50.48,50.48,70.5,7.5,38.0,15.0,10.0,70.5,25.0,45.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
79200,4.8,0.45,3.0,0.75,0.6,4.8,1.35,3.45,56.419,56.418,56.418,56.418,56.418,56.418,56.418,56.418,48.0,4.5,30.0,7.5,6.0,48.0,13.5,34.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
79800,4.8,0.45,3.0,0.75,0.6,4.8,1.35,3.45,56.419,56.418,56.418,56.418,56.418,56.418,56.418,56.418,48.0,4.5,30.0,7.5,6.0,48.0,13.5,34.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
80400,4.8,0.45,3.0,0.75,0.6,4.8,1.35,3.45,56.419,56.418,56.418,56.418,56.418,56.418,56.418,56.418,48.0,4.5,30.0,7.5,6.0,48.0,13.5,34.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
81000,4.8,0.45,3.0,0.75,0.6,4.8,1.35,3.45,56.419,56.418,56.418,56.418,56.418,56.418,56.418,56.418,48.0,4.5,30.0,7.5,6.0,48.0,13.5,34.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
81600,4.8,0.45,3.0,0.75,0.6,4.8,1.35,3.45,56.419,56.418,56.418,56.418,56.418,56.418,56.418,56.418,48.0,4.5,30.0,7.5,6.0,48.0,13.5,34.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
82200,4.8,0.45,3.0,0.75,0.6,4.8,1.35,3.45,56.419,56.418,56.418,56.418,56.418,56.418,56.418,56.418,48.0,4.5,30.0,7.5,6.0,48.0,13.5,34.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
82800,2.75,0.3,1.4,0.45,0.6,2.75,1.05,1.7,65.906,65.906,65.905,65.906,65.906,65.906,65.906,65.906,27.5,3.0,14.0,4.5,6.0,27.5,10.5,17.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
83400,2.75,0.3,1.4,0.45,0.6,2.75,1.05,1.7,65.906,65.906,65.905,65.906,65.906,65.906,65.906,65.906,27.5,3.0,14.0,4.5,6.0,27.5,10.5,17.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
84000,2.75,0.3,1.4,0.45,0.6,2.75,1.05,1.7,65.906,65.906,65.905,65.906,65.906,65.906,65.906,65.906,27.5,3.0,14.0,4.5,6.0,27.5,10.5,17.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
84600,2.75,0.3,1.4,0.45,0.6,2.75,1.05,1.7,65.906,65.906,65.905,65.906,65.906,65.906,65.906,65.906,27.5,3.0,14.0,4.5,6.0,27.5,10.5,17.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
85200,2.75,0.3,1.4,0.45,0.6,2.75,1.05,1.7,65.906,65.906,65.905,65.906,65.906,65.906,65.906,65.906,27.5,3.0,14.0,4.5,6.0,27.5,10.5,17.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
85800,2.75,0.3,1.4,0.45,0.6,2.75,1.05,1.7,65.906,65.906,65.905,65.906,65.906,65.906,65.906,65.906,27.5,3.0,14.0,4.5,6.0,27.5,10.5,17.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
86400,1.85,0.3,1.0,0.15,0.4,1.85,0.55,1.3,54.87,54.87,54.87,54.87,54.87,54.87,54.87,54.87,18.5,3.0,10.0,1.5,4.0,18.5,5.5,13.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
0,3.05,0.75,1.0,0.3,1.0,3.05,1.3,1.75,57.761,57.76,57.76,57.76,57.76,57.76,57.76,57.76,30.5,7.5,10.0,3.0,10.0,30.5,13.0,17.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_10
600,3.05,0.75,1.0,0.3,1.0,3.05,1.3,1.75,57.761,57.76,57.76,57.76,57.76,57.76,57.76,57.76,30.5,7.5,10.0,3.0,10.0,30.5,13.0,17.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_10
1200,3.05,0.75,1.0,0.3,1.0,3.05,1.3,1.75,57.761,57.76,57.76,57.76,57.76,57.76,57.76,57.76,30.5,7.5,10.0,3.0,10.0,30.5,13.0,17.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_10
1800,3.05,0.75,1.0,0.3,1.0,3.05,1.3,1.75,57.761,57.76,57.76,57.76,57.76,57.76,57.76,57.76,30.5,7.5,10.0,3.0,10.0,30.5,13.0,17.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_10
2400,3.05,0.75,1.0,0.3,1.0,3.05,1.3,1.75,57.761,57.76,57.76,57.76,57.76,57.76,57.76,57.76,30.5,7.5,10.0,3.0,10.0,30.5,13.0,17.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_10
3000,3.05,0.75,1.0,0.3,1.0,3.05,1.3,1.75,57.761,57.76,57.76,57.76,57.76,57.76,57.76,57.76,30.5,7.5,10.0,3.0,10.0,30.5,13.0,17.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_10
3600,2.6463,0.6399,0.8532,0.3,0.8532,2.6463,1.1532,1.4931,52.818,52.818,52.818,52.818,52.818,52.818,52.818,52.818,26.463,6.399,8.532,3.0,8.532,26.463,11.532,14.931,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_10
4200,2.6463,0.6399,0.8532,0.3,0.8532,2.6463,1.1532,1.4931,52.818,52.818,52.818,52.818,52.818,52.818,52.818,52.818,26.463,6.399,8.532,3.0,8.532,26.463,11.532,14.931,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_10
